id,table_id:id,name,description,element_char,element_float,element_percent,start_date,end_date
element_337,sunat_tabla_06,1B,car count,car count,,,,
element_338,sunat_tabla_06,1C,locomotive count,locomotive count,,,,
element_339,sunat_tabla_06,1D,caboose count,caboose count,,,,
element_340,sunat_tabla_06,1E,empty car,empty car,,,,
element_341,sunat_tabla_06,1F,train mile,train mile,,,,
element_342,sunat_tabla_06,1G,fuel usage gallon (US),fuel usage gallon (US),,,,
element_343,sunat_tabla_06,1H,caboose mile,caboose mile,,,,
element_344,sunat_tabla_06,1I,fixed rate,fixed rate,,,,
element_345,sunat_tabla_06,1J,ton mile,ton mile,,,,
element_346,sunat_tabla_06,1K,locomotive mile,locomotive mile,,,,
element_347,sunat_tabla_06,1L,total car count,total car count,,,,
element_348,sunat_tabla_06,1M,total car mile,total car mile,,,,
element_349,sunat_tabla_06,1X,quarter mile,quarter mile,,,,
element_350,sunat_tabla_06,2A,radian per second,radian per second,,,,
element_351,sunat_tabla_06,2B,radian per second squared,radian per second squared,,,,
element_352,sunat_tabla_06,2C,röntgen,röntgen,,,,
element_353,sunat_tabla_06,2I,British thermal unit per hour,British thermal unit per hour,,,,
element_354,sunat_tabla_06,2J,cubic centimetre per second,cubic centimetre per second,,,,
element_355,sunat_tabla_06,2K,cubic foot per hour,cubic foot per hour,,,,
element_356,sunat_tabla_06,2L,cubic foot per minute,cubic foot per minute,,,,
element_357,sunat_tabla_06,2M,centimetre per second,centimetre per second,,,,
element_358,sunat_tabla_06,2N,decibel,decibel,,,,
element_359,sunat_tabla_06,2P,kilobyte,kilobyte,,,,
element_360,sunat_tabla_06,2Q,kilobecquerel,kilobecquerel,,,,
element_361,sunat_tabla_06,2R,kilocurie,kilocurie,,,,
element_362,sunat_tabla_06,2U,megagram,megagram,,,,
element_363,sunat_tabla_06,2V,megagram per hour,megagram per hour,,,,
element_364,sunat_tabla_06,2W,bin,bin,,,,
element_365,sunat_tabla_06,2X,metre per minute,metre per minute,,,,
element_366,sunat_tabla_06,2Y,milliröntgen,milliröntgen,,,,
element_367,sunat_tabla_06,2Z,millivolt,millivolt,,,,
element_368,sunat_tabla_06,3B,megajoule,megajoule,,,,
element_369,sunat_tabla_06,3C,manmonth,manmonth,,,,
element_370,sunat_tabla_06,3E,pound per pound of product,pound per pound of product,,,,
element_371,sunat_tabla_06,3G,pound per piece of product,pound per piece of product,,,,
element_372,sunat_tabla_06,3H,kilogram per kilogram of product,kilogram per kilogram of product,,,,
element_373,sunat_tabla_06,3I,kilogram per piece of product,kilogram per piece of product,,,,
element_374,sunat_tabla_06,4A,bobbin,bobbin,,,,
element_375,sunat_tabla_06,4B,cap,cap,,,,
element_376,sunat_tabla_06,4C,centistokes,centistokes,,,,
element_377,sunat_tabla_06,4E,twenty pack,twenty pack,,,,
element_378,sunat_tabla_06,4G,microlitre,microlitre,,,,
element_379,sunat_tabla_06,4H,micrometre (micron),micrometre (micron),,,,
element_380,sunat_tabla_06,4K,milliampere,milliampere,,,,
element_381,sunat_tabla_06,4L,megabyte,megabyte,,,,
element_382,sunat_tabla_06,4M,milligram per hour,milligram per hour,,,,
element_383,sunat_tabla_06,4N,megabecquerel,megabecquerel,,,,
element_384,sunat_tabla_06,4O,microfarad,microfarad,,,,
element_385,sunat_tabla_06,4P,newton per metre,newton per metre,,,,
element_386,sunat_tabla_06,4Q,ounce inch,ounce inch,,,,
element_387,sunat_tabla_06,4R,ounce foot,ounce foot,,,,
element_388,sunat_tabla_06,4T,picofarad,picofarad,,,,
element_389,sunat_tabla_06,4U,pound per hour,pound per hour,,,,
element_390,sunat_tabla_06,4W,ton(US) per hour,ton(US) per hour,,,,
element_391,sunat_tabla_06,4X,kilolitre per hour,kilolitre per hour,,,,
element_392,sunat_tabla_06,5A,barrel per minute,barrel per minute,,,,
element_393,sunat_tabla_06,5B,batch,batch,,,,
element_394,sunat_tabla_06,5C,gallon(US) per thousand,gallon(US) per thousand,,,,
element_395,sunat_tabla_06,5E,MMSCF/day,MMSCF/day,,,,
element_396,sunat_tabla_06,5F,pounds per thousand,pounds per thousand,,,,
element_397,sunat_tabla_06,5G,pump,pump,,,,
element_398,sunat_tabla_06,5H,stage,stage,,,,
element_399,sunat_tabla_06,5I,standard cubic foot,standard cubic foot,,,,
element_400,sunat_tabla_06,5J,hydraulic horse power,hydraulic horse power,,,,
element_401,sunat_tabla_06,5K,count per minute,count per minute,,,,
element_402,sunat_tabla_06,5P,seismic level,seismic level,,,,
element_403,sunat_tabla_06,5Q,seismic line,seismic line,,,,
element_404,sunat_tabla_06,A1,15  C calorie,16  C calorie,,,,
element_405,sunat_tabla_06,A10,ampere square metre per joule second,ampere square metre per joule second,,,,
element_406,sunat_tabla_06,A11,ångström,ångström,,,,
element_407,sunat_tabla_06,A12,astronomical unit,astronomical unit,,,,
element_408,sunat_tabla_06,A13,attojoule,attojoule,,,,
element_409,sunat_tabla_06,A14,barn,barn,,,,
element_410,sunat_tabla_06,A15,barn per electron volt,barn per electron volt,,,,
element_411,sunat_tabla_06,A16,"barn per steradian electron volt,","barn per steradian electron volt,",,,,
element_412,sunat_tabla_06,A17,barn per sterdian,barn per sterdian,,,,
element_413,sunat_tabla_06,A18,becquerel per kilogram,becquerel per kilogram,,,,
element_414,sunat_tabla_06,A19,becquerel per metre cubed,becquerel per metre cubed,,,,
element_415,sunat_tabla_06,A2,ampere per centimetre,ampere per centimetre,,,,
element_416,sunat_tabla_06,A20,British thermal unit per second square foot degree Rankin,British thermal unit per second square foot degree Rankin,,,,
element_417,sunat_tabla_06,A21,British thermal unit per pound degree Rankin,British thermal unit per pound degree Rankin,,,,
element_418,sunat_tabla_06,A22,British thermal unit per second foot degree Rankin,British thermal unit per second foot degree Rankin,,,,
element_419,sunat_tabla_06,A23,British thermal unit per hour square foot degree Rankin,British thermal unit per hour square foot degree Rankin,,,,
element_420,sunat_tabla_06,A24,candela per square metre,candela per square metre,,,,
element_421,sunat_tabla_06,A25,cheval vapeur,cheval vapeur,,,,
element_422,sunat_tabla_06,A26,coulomb metre,coulomb metre,,,,
element_423,sunat_tabla_06,A27,coulomb metre squared per volt,coulomb metre squared per volt,,,,
element_424,sunat_tabla_06,A28,coulomb per cubic centimetre,coulomb per cubic centimetre,,,,
element_425,sunat_tabla_06,A29,coulomb per cubic metre,coulomb per cubic metre,,,,
element_426,sunat_tabla_06,A3,ampere per millimetre,ampere per millimetre,,,,
element_427,sunat_tabla_06,A30,coulomb per cubic millimetre,coulomb per cubic millimetre,,,,
element_428,sunat_tabla_06,A31,coulomb per kilogram second,coulomb per kilogram second,,,,
element_429,sunat_tabla_06,A32,coulomb per mole,coulomb per mole,,,,
element_430,sunat_tabla_06,A33,coulomb per square centimetre,coulomb per square centimetre,,,,
element_431,sunat_tabla_06,A34,coulomb per square metre,coulomb per square metre,,,,
element_432,sunat_tabla_06,A35,coulomb per square millimetre,coulomb per square millimetre,,,,
element_433,sunat_tabla_06,A36,cubic centimetre per mole,cubic centimetre per mole,,,,
element_434,sunat_tabla_06,A37,cubic decimetre per mole,cubic decimetre per mole,,,,
element_435,sunat_tabla_06,A38,cubic metre per coulomb,cubic metre per coulomb,,,,
element_436,sunat_tabla_06,A39,cubic metre per kilogram,cubic metre per kilogram,,,,
element_437,sunat_tabla_06,A4,ampere per square centimetre,ampere per square centimetre,,,,
element_438,sunat_tabla_06,A40,cubic metre per mole,cubic metre per mole,,,,
element_439,sunat_tabla_06,A41,ampere per square metre,ampere per square metre,,,,
element_440,sunat_tabla_06,A42,curie per kilogram,curie per kilogram,,,,
element_441,sunat_tabla_06,A43,deadweight tonnage,deadweight tonnage,,,,
element_442,sunat_tabla_06,A44,decalitre,decalitre,,,,
element_443,sunat_tabla_06,A45,decametre,decametre,,,,
element_444,sunat_tabla_06,A47,decitex,decitex,,,,
element_445,sunat_tabla_06,A48,degree Rankin,degree Rankin,,,,
element_446,sunat_tabla_06,A49,denier,denier,,,,
element_447,sunat_tabla_06,A5,ampere square metre,ampere square metre,,,,
element_448,sunat_tabla_06,A50,dyn second per cubic centimetre,dyn second per cubic centimetre,,,,
element_449,sunat_tabla_06,A51,dyne second per centimetre,dyne second per centimetre,,,,
element_450,sunat_tabla_06,A52,dyne second per centimetre to the fifth,dyne second per centimetre to the fifth,,,,
element_451,sunat_tabla_06,A53,electronvolt,electronvolt,,,,
element_452,sunat_tabla_06,A54,electronvolt  per metre,electronvolt  per metre,,,,
element_453,sunat_tabla_06,A55,electronvolt square metre,electronvolt square metre,,,,
element_454,sunat_tabla_06,A56,electronvolt square metre per kilogram,electronvolt square metre per kilogram,,,,
element_455,sunat_tabla_06,A57,erg,erg,,,,
element_456,sunat_tabla_06,A58,erg per centimetre,erg per centimetre,,,,
element_457,sunat_tabla_06,A6,ampere per square metre kelvin squared,ampere per square metre kelvin squared,,,,
element_458,sunat_tabla_06,A60,erg per cubic centimetre,erg per cubic centimetre,,,,
element_459,sunat_tabla_06,A61,erg per gram,erg per gram,,,,
element_460,sunat_tabla_06,A62,erg per gram second,erg per gram second,,,,
element_461,sunat_tabla_06,A63,erg per second,erg per second,,,,
element_462,sunat_tabla_06,A64,erg per second square centimetre,erg per second square centimetre,,,,
element_463,sunat_tabla_06,A65,erg per square centimetre second,erg per square centimetre second,,,,
element_464,sunat_tabla_06,A66,erg square centimetre,erg square centimetre,,,,
element_465,sunat_tabla_06,A67,erg square centimetre per gram,erg square centimetre per gram,,,,
element_466,sunat_tabla_06,A68,exajoule,exajoule,,,,
element_467,sunat_tabla_06,A69,farad per metre,farad per metre,,,,
element_468,sunat_tabla_06,A7,ampere per square millimetre,ampere per square millimetre,,,,
element_469,sunat_tabla_06,A70,femtojoule,femtojoule,,,,
element_470,sunat_tabla_06,A71,femtometre,femtometre,,,,
element_471,sunat_tabla_06,A73,foot per second squared,foot per second squared,,,,
element_472,sunat_tabla_06,A74,foot pound-force per second,foot pound-force per second,,,,
element_473,sunat_tabla_06,A75,freight ton,freight ton,,,,
element_474,sunat_tabla_06,A76,gal,gal,,,,
element_475,sunat_tabla_06,A77,Gaussian CGS unit of displacement,Gaussian CGS unit of displacement,,,,
element_476,sunat_tabla_06,A78,Gaussian CGS unit of electic current,Gaussian CGS unit of electic current,,,,
element_477,sunat_tabla_06,A79,Gaussian CGS unit of electric charge,Gaussian CGS unit of electric charge,,,,
element_478,sunat_tabla_06,A8,ampere second,ampere second,,,,
element_479,sunat_tabla_06,A80,Gaussian CGS unit of electric field strength,Gaussian CGS unit of electric field strength,,,,
element_480,sunat_tabla_06,A81,Gaussian CGS unit of electric polarization,Gaussian CGS unit of electric polarization,,,,
element_481,sunat_tabla_06,A82,Gaussian CGS unit of electric potential,Gaussian CGS unit of electric potential,,,,
element_482,sunat_tabla_06,A83,Gaussian CGS unit of magnetization,Gaussian CGS unit of magnetization,,,,
element_483,sunat_tabla_06,A84,gigacoulomb per cubic metre,gigacoulomb per cubic metre,,,,
element_484,sunat_tabla_06,A85,gigaelectronvolt,gigaelectronvolt,,,,
element_485,sunat_tabla_06,A86,gigahertz,gigahertz,,,,
element_486,sunat_tabla_06,A87,gigaohm,gigaohm,,,,
element_487,sunat_tabla_06,A88,gigaohm metre,gigaohm metre,,,,
element_488,sunat_tabla_06,A89,gigapascal,gigapascal,,,,
element_489,sunat_tabla_06,A9,rate,rate,,,,
element_490,sunat_tabla_06,A90,gigawatt,gigawatt,,,,
element_491,sunat_tabla_06,A91,gon,gon,,,,
element_492,sunat_tabla_06,A93,gram per cubic metre,gram per cubic metre,,,,
element_493,sunat_tabla_06,A94,gram per mole,gram per mole,,,,
element_494,sunat_tabla_06,A95,gray,gray,,,,
element_495,sunat_tabla_06,A96,gray per second,gray per second,,,,
element_496,sunat_tabla_06,A97,hectopascal,hectopascal,,,,
element_497,sunat_tabla_06,A98,henry per metre,henry per metre,,,,
element_498,sunat_tabla_06,AA,ball,ball,,,,
element_499,sunat_tabla_06,AB,bulk pack,bulk pack,,,,
element_500,sunat_tabla_06,ACR,acre,acre,,,,
element_501,sunat_tabla_06,AD,byte,byte,,,,
element_502,sunat_tabla_06,AE,ampere per metre,ampere per metre,,,,
element_503,sunat_tabla_06,AH,additional minute,additional minute,,,,
element_504,sunat_tabla_06,AI,average minute per call,average minute per call,,,,
element_505,sunat_tabla_06,AJ,cop,cop,,,,
element_506,sunat_tabla_06,AK,fathom,fathom,,,,
element_507,sunat_tabla_06,AL,access line,access line,,,,
element_508,sunat_tabla_06,AM,ampoule,ampoule,,,,
element_509,sunat_tabla_06,AMH,ampere hour,ampere hour,,,,
element_510,sunat_tabla_06,AMP,ampere,ampere,,,,
element_511,sunat_tabla_06,ANN,year,year,,,,
element_512,sunat_tabla_06,AP,aluminium pound only,aluminium pound only,,,,
element_513,sunat_tabla_06,APZ,troy ounce or apothecaries' ounce,troy ounce or apothecaries' ounce,,,,
element_514,sunat_tabla_06,AQ,anti-hemophilic factor (AHF) unit,anti-hemophilic factor (AHF) unit,,,,
element_515,sunat_tabla_06,AR,suppository,suppository,,,,
element_516,sunat_tabla_06,ARE,are,are,,,,
element_517,sunat_tabla_06,AS,assortment,assortment,,,,
element_518,sunat_tabla_06,ASM,alcoholic strength by mass,alcoholic strength by mass,,,,
element_519,sunat_tabla_06,ASU,alcoholic strength by volume,alcoholic strength by volume,,,,
element_520,sunat_tabla_06,ATM,standard atmosphere,standard atmosphere,,,,
element_521,sunat_tabla_06,ATT,technical atmosphere,technical atmosphere,,,,
element_522,sunat_tabla_06,AV,capsule,capsule,,,,
element_523,sunat_tabla_06,AW,powder filled vial,powder filled vial,,,,
element_524,sunat_tabla_06,AY,assembly,assembly,,,,
element_525,sunat_tabla_06,AZ,British thermal unit per pound,British thermal unit per pound,,,,
element_526,sunat_tabla_06,B0,Btu per cubic foot,Btu per cubic foot,,,,
element_527,sunat_tabla_06,B1,barrel (US) per day,barrel (US) per day,,,,
element_528,sunat_tabla_06,B11,joule per kilogram kelvin,joule per kilogram kelvin,,,,
element_529,sunat_tabla_06,B12,joule per metre,joule per metre,,,,
element_530,sunat_tabla_06,B13,joule per square metre,joule per square metre,,,,
element_531,sunat_tabla_06,B14,joule per metre to the fourth power,joule per metre to the fourth power,,,,
element_532,sunat_tabla_06,B15,joule per mole,joule per mole,,,,
element_533,sunat_tabla_06,B16,joule per mole kelvin,joule per mole kelvin,,,,
element_534,sunat_tabla_06,B18,joule second,joule second,,,,
element_535,sunat_tabla_06,B2,bunk,bunk,,,,
element_536,sunat_tabla_06,B20,joule square metre per kilogram,joule square metre per kilogram,,,,
element_537,sunat_tabla_06,B21,kelvin per watt,kelvin per watt,,,,
element_538,sunat_tabla_06,B22,kiloampere,kiloampere,,,,
element_539,sunat_tabla_06,B23,kiloampere per square metre,kiloampere per square metre,,,,
element_540,sunat_tabla_06,B24,kiloampere per metre,kiloampere per metre,,,,
element_541,sunat_tabla_06,B25,kilobecquerel per kilogram,kilobecquerel per kilogram,,,,
element_542,sunat_tabla_06,B26,kilocoulomb,kilocoulomb,,,,
element_543,sunat_tabla_06,B27,kilocoulomb per cubic metre,kilocoulomb per cubic metre,,,,
element_544,sunat_tabla_06,B28,kilocoulomb per square metre,kilocoulomb per square metre,,,,
element_545,sunat_tabla_06,B29,kiloelectronvolt,kiloelectronvolt,,,,
element_546,sunat_tabla_06,B3,batting pound,batting pound,,,,
element_547,sunat_tabla_06,B31,kilogram metre per second,kilogram metre per second,,,,
element_548,sunat_tabla_06,B32,kilogram metre squared,kilogram metre squared,,,,
element_549,sunat_tabla_06,B33,kilogram metre squared per second,kilogram metre squared per second,,,,
element_550,sunat_tabla_06,B34,kilogram per cubic decimetre,kilogram per cubic decimetre,,,,
element_551,sunat_tabla_06,B35,kilogram per litre,kilogram per litre,,,,
element_552,sunat_tabla_06,B36,thermochemical calorie per gram,thermochemical calorie per gram,,,,
element_553,sunat_tabla_06,B37,kilogram-force,kilogram-force,,,,
element_554,sunat_tabla_06,B38,kilogram-force metre,kilogram-force metre,,,,
element_555,sunat_tabla_06,B39,kilogram-force metre per second,kilogram-force metre per second,,,,
element_556,sunat_tabla_06,B4,"barrel, imperial","barrel, imperial",,,,
element_557,sunat_tabla_06,B40,kilogram-force per square metre,kilogram-force per square metre,,,,
element_558,sunat_tabla_06,B41,kilojoule per kelvin,kilojoule per kelvin,,,,
element_559,sunat_tabla_06,B42,kilojoule per kilogram,kilojoule per kilogram,,,,
element_560,sunat_tabla_06,B43,kilojoule per kilogram kelvin,kilojoule per kilogram kelvin,,,,
element_561,sunat_tabla_06,B44,kilojoule per mole,kilojoule per mole,,,,
element_562,sunat_tabla_06,B45,kilomole,kilomole,,,,
element_563,sunat_tabla_06,B46,kilomole per cubic metre,kilomole per cubic metre,,,,
element_564,sunat_tabla_06,B47,kilonewton,kilonewton,,,,
element_565,sunat_tabla_06,B48,kilonewton metre,kilonewton metre,,,,
element_566,sunat_tabla_06,B49,kiloohm,kiloohm,,,,
element_567,sunat_tabla_06,B5,billet,billet,,,,
element_568,sunat_tabla_06,B50,kiloohm metre,kiloohm metre,,,,
element_569,sunat_tabla_06,B51,kilopond,kilopond,,,,
element_570,sunat_tabla_06,B52,kilosecond,kilosecond,,,,
element_571,sunat_tabla_06,B53,kilosiemens,kilosiemens,,,,
element_572,sunat_tabla_06,B54,kilosiemens per metre,kilosiemens per metre,,,,
element_573,sunat_tabla_06,B55,kilovolt per metre,kilovolt per metre,,,,
element_574,sunat_tabla_06,B56,kiloweber per metre,kiloweber per metre,,,,
element_575,sunat_tabla_06,B57,light year,light year,,,,
element_576,sunat_tabla_06,B58,litre per mole,litre per mole,,,,
element_577,sunat_tabla_06,B59,lumen hour,lumen hour,,,,
element_578,sunat_tabla_06,B6,bun,bun,,,,
element_579,sunat_tabla_06,B60,lumen per square metre,lumen per square metre,,,,
element_580,sunat_tabla_06,B61,lumen per watt,lumen per watt,,,,
element_581,sunat_tabla_06,B62,lumen second,lumen second,,,,
element_582,sunat_tabla_06,B63,lux hour,lux hour,,,,
element_583,sunat_tabla_06,B64,lux second,lux second,,,,
element_584,sunat_tabla_06,B65,maxwell,maxwell,,,,
element_585,sunat_tabla_06,B66,megaampere per square metre,megaampere per square metre,,,,
element_586,sunat_tabla_06,B67,megabecquerel per kilogram,megabecquerel per kilogram,,,,
element_587,sunat_tabla_06,B69,megacoulomb per cubic metre,megacoulomb per cubic metre,,,,
element_588,sunat_tabla_06,B7,cycle,cycle,,,,
element_589,sunat_tabla_06,B70,megacoulomb per square metre,megacoulomb per square metre,,,,
element_590,sunat_tabla_06,B71,megaelectronvolt,megaelectronvolt,,,,
element_591,sunat_tabla_06,B72,megagram per cubic metre,megagram per cubic metre,,,,
element_592,sunat_tabla_06,B73,meganewton,meganewton,,,,
element_593,sunat_tabla_06,B74,meganewton metre,meganewton metre,,,,
element_594,sunat_tabla_06,B75,megaohm,megaohm,,,,
element_595,sunat_tabla_06,B76,megaohm metre,megaohm metre,,,,
element_596,sunat_tabla_06,B77,megasiemens per metre,megasiemens per metre,,,,
element_597,sunat_tabla_06,B78,megavolt,megavolt,,,,
element_598,sunat_tabla_06,B79,megavolt per metre,megavolt per metre,,,,
element_599,sunat_tabla_06,B8,joule per cubic metre,joule per cubic metre,,,,
element_600,sunat_tabla_06,B81,reciprocal metre squared reciprocal second,reciprocal metre squared reciprocal second,,,,
element_601,sunat_tabla_06,B83,metre to the fourth power,metre to the fourth power,,,,
element_602,sunat_tabla_06,B84,microampere,microampere,,,,
element_603,sunat_tabla_06,B85,microbar,microbar,,,,
element_604,sunat_tabla_06,B86,microcoulomb,microcoulomb,,,,
element_605,sunat_tabla_06,B87,microcoulomb per cubic metre,microcoulomb per cubic metre,,,,
element_606,sunat_tabla_06,B88,microcoulomb per square metre,microcoulomb per square metre,,,,
element_607,sunat_tabla_06,B89,microfarad per metre,microfarad per metre,,,,
element_608,sunat_tabla_06,B9,batt,batt,,,,
element_609,sunat_tabla_06,B90,microhenry,microhenry,,,,
element_610,sunat_tabla_06,B91,microhenry per metre,microhenry per metre,,,,
element_611,sunat_tabla_06,B92,micronewton,micronewton,,,,
element_612,sunat_tabla_06,B93,micronewton metre,micronewton metre,,,,
element_613,sunat_tabla_06,B94,microohm,microohm,,,,
element_614,sunat_tabla_06,B95,microohm metre,microohm metre,,,,
element_615,sunat_tabla_06,B96,micropascal,micropascal,,,,
element_616,sunat_tabla_06,B97,microradian,microradian,,,,
element_617,sunat_tabla_06,B98,microsecond,microsecond,,,,
element_618,sunat_tabla_06,B99,microsiemens,microsiemens,,,,
element_619,sunat_tabla_06,BAR,bar,bar,,,,
element_620,sunat_tabla_06,BB,base box,base box,,,,
element_621,sunat_tabla_06,BD,board,board,,,,
element_622,sunat_tabla_06,BE,bundle,bundle,,,,
element_623,sunat_tabla_06,BFT,board foot,board foot,,,,
element_624,sunat_tabla_06,BG,bag,bag,,,,
element_625,sunat_tabla_06,BH,brush,brush,,,,
element_626,sunat_tabla_06,BHP,brake horse power,brake horse power,,,,
element_627,sunat_tabla_06,BIL,trillion (US),trillion (US),,,,
element_628,sunat_tabla_06,BJ,bucket,bucket,,,,
element_629,sunat_tabla_06,BK,basket,basket,,,,
element_630,sunat_tabla_06,BL,bale,bale,,,,
element_631,sunat_tabla_06,BLD,dry barrel (US),dry barrel (US),,,,
element_632,sunat_tabla_06,BLL,barrel (US) (petroleum etc.),barrel (US) (petroleum etc.),,,,
element_633,sunat_tabla_06,BO,bottle,bottle,,,,
element_634,sunat_tabla_06,BP,hundred board feet,hundred board feet,,,,
element_635,sunat_tabla_06,BQL,becquerel,becquerel,,,,
element_636,sunat_tabla_06,BR,bar,bar,,,,
element_637,sunat_tabla_06,BT,bolt,bolt,,,,
element_638,sunat_tabla_06,BTU,British thermal unit,British thermal unit,,,,
element_639,sunat_tabla_06,BUA,bushel  (US),bushel  (US),,,,
element_640,sunat_tabla_06,BUI,bushel (UK),bushel (UK),,,,
element_641,sunat_tabla_06,BW,base weight,base weight,,,,
element_642,sunat_tabla_06,BX,box,box,,,,
element_643,sunat_tabla_06,BZ,million BTUs,million BTUs,,,,
element_644,sunat_tabla_06,C0,call,call,,,,
element_645,sunat_tabla_06,C1,composite product pound (total weight),composite product pound (total weight),,,,
element_646,sunat_tabla_06,C10,millifarad,millifarad,,,,
element_647,sunat_tabla_06,C11,milligal,milligal,,,,
element_648,sunat_tabla_06,C12,milligram per metre,milligram per metre,,,,
element_649,sunat_tabla_06,C13,milligray,milligray,,,,
element_650,sunat_tabla_06,C14,millihenry,millihenry,,,,
element_651,sunat_tabla_06,C15,millijoule,millijoule,,,,
element_652,sunat_tabla_06,C16,millimetre per second,millimetre per second,,,,
element_653,sunat_tabla_06,C17,millimetre squared per second,millimetre squared per second,,,,
element_654,sunat_tabla_06,C18,millimole,millimole,,,,
element_655,sunat_tabla_06,C19,mole per kilogram,mole per kilogram,,,,
element_656,sunat_tabla_06,C2,carset,carset,,,,
element_657,sunat_tabla_06,C20,millinewton,millinewton,,,,
element_658,sunat_tabla_06,C22,millinewton per metre,millinewton per metre,,,,
element_659,sunat_tabla_06,C23,milliohm metre,milliohm metre,,,,
element_660,sunat_tabla_06,C24,millipascal second,millipascal second,,,,
element_661,sunat_tabla_06,C25,milliradian,milliradian,,,,
element_662,sunat_tabla_06,C26,millisecond,millisecond,,,,
element_663,sunat_tabla_06,C27,millisiemens,millisiemens,,,,
element_664,sunat_tabla_06,C28,millisievert,millisievert,,,,
element_665,sunat_tabla_06,C29,millitesla,millitesla,,,,
element_666,sunat_tabla_06,C3,microvolt per metre,microvolt per metre,,,,
element_667,sunat_tabla_06,C30,millivolt per metre,millivolt per metre,,,,
element_668,sunat_tabla_06,C31,milliwatt,milliwatt,,,,
element_669,sunat_tabla_06,C32,milliwatt per square metre,milliwatt per square metre,,,,
element_670,sunat_tabla_06,C33,milliweber,milliweber,,,,
element_671,sunat_tabla_06,C34,mole,mole,,,,
element_672,sunat_tabla_06,C35,mole per cubic decimetre,mole per cubic decimetre,,,,
element_673,sunat_tabla_06,C36,mole per cubic metre,mole per cubic metre,,,,
element_674,sunat_tabla_06,C38,mole per litre,mole per litre,,,,
element_675,sunat_tabla_06,C39,nanoampere,nanoampere,,,,
element_676,sunat_tabla_06,C4,carload,carload,,,,
element_677,sunat_tabla_06,C40,nanocoulomb,nanocoulomb,,,,
element_678,sunat_tabla_06,C41,nanofarad,nanofarad,,,,
element_679,sunat_tabla_06,C42,nanofarad per metre,nanofarad per metre,,,,
element_680,sunat_tabla_06,C43,nanohenry,nanohenry,,,,
element_681,sunat_tabla_06,C44,nanohenry per metre,nanohenry per metre,,,,
element_682,sunat_tabla_06,C45,nanometre,nanometre,,,,
element_683,sunat_tabla_06,C46,nanoohm metre,nanoohm metre,,,,
element_684,sunat_tabla_06,C47,nanosecond,nanosecond,,,,
element_685,sunat_tabla_06,C48,nanotesla,nanotesla,,,,
element_686,sunat_tabla_06,C49,nanowatt,nanowatt,,,,
element_687,sunat_tabla_06,C5,cost,cost,,,,
element_688,sunat_tabla_06,C50,neper,neper,,,,
element_689,sunat_tabla_06,C51,neper per second,neper per second,,,,
element_690,sunat_tabla_06,C52,picometre,picometre,,,,
element_691,sunat_tabla_06,C53,newton metre second,newton metre second,,,,
element_692,sunat_tabla_06,C54,newton metre squared  kilogram squared,newton metre squared  kilogram squared,,,,
element_693,sunat_tabla_06,C55,newton per square metre,newton per square metre,,,,
element_694,sunat_tabla_06,C56,newton per square millimetre,newton per square millimetre,,,,
element_695,sunat_tabla_06,C57,newton second,newton second,,,,
element_696,sunat_tabla_06,C58,newton second per metre,newton second per metre,,,,
element_697,sunat_tabla_06,C59,octave,octave,,,,
element_698,sunat_tabla_06,C6,cell,cell,,,,
element_699,sunat_tabla_06,C60,ohm centimetre,ohm centimetre,,,,
element_700,sunat_tabla_06,C61,ohm metre,ohm metre,,,,
element_701,sunat_tabla_06,C62,one,one,,,,
element_702,sunat_tabla_06,C63,parsec,parsec,,,,
element_703,sunat_tabla_06,C64,pascal per kelvin,pascal per kelvin,,,,
element_704,sunat_tabla_06,C65,pascal second,pascal second,,,,
element_705,sunat_tabla_06,C66,pascal second per cubic metre,pascal second per cubic metre,,,,
element_706,sunat_tabla_06,C67,pascal second per metre,pascal second per metre,,,,
element_707,sunat_tabla_06,C68,petajoule,petajoule,,,,
element_708,sunat_tabla_06,C69,phon,phon,,,,
element_709,sunat_tabla_06,C7,centipoise,centipoise,,,,
element_710,sunat_tabla_06,C70,picoampere,picoampere,,,,
element_711,sunat_tabla_06,C71,picocoulomb,picocoulomb,,,,
element_712,sunat_tabla_06,C72,picofarad per metre,picofarad per metre,,,,
element_713,sunat_tabla_06,C73,picohenry,picohenry,,,,
element_714,sunat_tabla_06,C75,picowatt,picowatt,,,,
element_715,sunat_tabla_06,C76,picowatt per square metre,picowatt per square metre,,,,
element_716,sunat_tabla_06,C77,pound gage,pound gage,,,,
element_717,sunat_tabla_06,C78,pound-force,pound-force,,,,
element_718,sunat_tabla_06,C8,millicoulomb per kilogram,millicoulomb per kilogram,,,,
element_719,sunat_tabla_06,C80,rad,rad,,,,
element_720,sunat_tabla_06,C81,radian,radian,,,,
element_721,sunat_tabla_06,C82,radian meter squared per mole,radian meter squared per mole,,,,
element_722,sunat_tabla_06,C83,radian metre squared per kilogram,radian metre squared per kilogram,,,,
element_723,sunat_tabla_06,C84,radian per metre,radian per metre,,,,
element_724,sunat_tabla_06,C85,reciprocal ångström,reciprocal ångström,,,,
element_725,sunat_tabla_06,C86,reciprocal cubic metre,reciprocal cubic metre,,,,
element_726,sunat_tabla_06,C87,reciprocal cubic metre per second,reciprocal cubic metre per second,,,,
element_727,sunat_tabla_06,C88,reciprocal electron volt per cubic metre,reciprocal electron volt per cubic metre,,,,
